epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,3714.15,0.82557,0.6741,1.01886,0.87429,0.75399,0.81361,0.57141,1.45183,1.25883,1.50463,0.000854,0.000854,0.000854
34,3827.41,0.82726,0.69618,1.02497,0.77948,0.75632,0.76509,0.55068,1.42908,1.29768,1.4468,0.000841625,0.000841625,0.000841625
35,3939.93,0.81924,0.703,1.0231,0.84732,0.72376,0.78465,0.56261,1.4087,1.26768,1.45907,0.00082925,0.00082925,0.00082925
36,4051.87,0.80833,0.68451,1.02021,0.80146,0.71004,0.78981,0.56846,1.44202,1.28989,1.44957,0.000816875,0.000816875,0.000816875
37,4163.03,0.79361,0.65743,1.01098,0.82165,0.74944,0.80193,0.56215,1.48941,1.26918,1.52819,0.0008045,0.0008045,0.0008045
38,4276.39,0.79069,0.65918,1.00246,0.81404,0.73249,0.75918,0.55268,1.42328,1.31703,1.41866,0.000792125,0.000792125,0.000792125
39,4396.28,0.77587,0.62856,1.00081,0.72214,0.77712,0.80138,0.57989,1.38357,1.17297,1.4666,0.00077975,0.00077975,0.00077975
40,4512.65,0.77351,0.63159,1.01066,0.8676,0.66971,0.73952,0.49856,1.45062,1.30409,1.45615,0.000767375,0.000767375,0.000767375
41,4627.41,0.77836,0.65589,1.00185,0.82554,0.75574,0.8136,0.5666,1.43589,1.25743,1.46954,0.000755,0.000755,0.000755
42,4734.39,0.76848,0.6381,1.00652,0.87414,0.71227,0.79105,0.55977,1.41664,1.25331,1.44286,0.000742625,0.000742625,0.000742625
43,4843.01,0.75522,0.63127,0.99693,0.91067,0.7208,0.82665,0.59864,1.35814,1.22325,1.40757,0.00073025,0.00073025,0.00073025
44,4953.42,0.73753,0.59924,0.98492,0.90627,0.67626,0.79376,0.56264,1.38651,1.15868,1.41607,0.000717875,0.000717875,0.000717875
45,5070.73,0.74785,0.60836,0.99524,0.84302,0.72956,0.77897,0.53218,1.43855,1.17331,1.50795,0.0007055,0.0007055,0.0007055
46,5189.87,0.74357,0.61246,0.99616,0.76968,0.77429,0.79933,0.56937,1.41874,1.27822,1.50479,0.000693125,0.000693125,0.000693125
47,5303.47,0.71762,0.58735,0.98574,0.85663,0.71115,0.79222,0.56161,1.41917,1.25403,1.47328,0.00068075,0.00068075,0.00068075
48,5419.66,0.71514,0.57887,0.9767,0.87903,0.77238,0.82429,0.59165,1.39039,1.18517,1.47923,0.000668375,0.000668375,0.000668375
49,5545.21,0.71406,0.57376,0.9766,0.77252,0.76755,0.80281,0.57313,1.42308,1.25224,1.47104,0.000656,0.000656,0.000656
50,5662.74,0.71113,0.57578,0.97832,0.87697,0.73744,0.81357,0.57305,1.38932,1.23545,1.43844,0.000643625,0.000643625,0.000643625
51,5780.7,0.69356,0.5592,0.97532,0.86696,0.74001,0.78807,0.59495,1.35857,1.23991,1.4298,0.00063125,0.00063125,0.00063125
52,5899.87,0.70719,0.58242,0.97979,0.80495,0.6763,0.76784,0.54986,1.37797,1.24261,1.41513,0.000618875,0.000618875,0.000618875
53,6030.49,0.70277,0.56134,0.97813,0.75045,0.77906,0.79388,0.59854,1.32725,1.20676,1.42842,0.0006065,0.0006065,0.0006065
54,6151.07,0.67914,0.54595,0.9655,0.82301,0.75488,0.80907,0.57825,1.4071,1.28306,1.48217,0.000594125,0.000594125,0.000594125
55,6285.32,0.6818,0.53089,0.95872,0.75569,0.76306,0.7892,0.56166,1.41227,1.29145,1.47026,0.00058175,0.00058175,0.00058175
56,6423.46,0.68812,0.53946,0.96471,0.83607,0.74274,0.81229,0.58766,1.39568,1.21174,1.46595,0.000569375,0.000569375,0.000569375
57,6541.07,0.67344,0.55268,0.96528,0.86565,0.6993,0.7859,0.57911,1.38175,1.29114,1.45667,0.000557,0.000557,0.000557
58,6657.83,0.67259,0.54683,0.96068,0.8777,0.73973,0.8033,0.5947,1.37935,1.26291,1.43081,0.000544625,0.000544625,0.000544625
59,6772.09,0.64423,0.53068,0.9537,0.92329,0.76604,0.82711,0.60027,1.36666,1.21474,1.42972,0.00053225,0.00053225,0.00053225
60,6884.07,0.64567,0.52159,0.94868,0.87049,0.74053,0.7994,0.6022,1.42087,1.26526,1.47258,0.000519875,0.000519875,0.000519875
61,6999.91,0.65072,0.51209,0.95122,0.88842,0.7272,0.79331,0.57941,1.42559,1.32797,1.44524,0.0005075,0.0005075,0.0005075
62,7118.14,0.65528,0.5206,0.95922,0.85779,0.76616,0.80848,0.59945,1.34727,1.21221,1.43334,0.000495125,0.000495125,0.000495125
63,7232.3,0.64505,0.50832,0.95057,0.84079,0.73664,0.81467,0.5839,1.40891,1.24867,1.47021,0.00048275,0.00048275,0.00048275
64,7341.32,0.65774,0.51223,0.95413,0.89248,0.75382,0.82386,0.60687,1.37823,1.21598,1.43903,0.000470375,0.000470375,0.000470375
65,7422.47,0.61551,0.48758,0.93635,0.90437,0.65726,0.79528,0.56707,1.36983,1.27529,1.44382,0.000458,0.000458,0.000458
66,7503.27,0.61527,0.4962,0.94182,0.86981,0.77981,0.81048,0.59337,1.40989,1.20394,1.47657,0.000445625,0.000445625,0.000445625
67,7584.53,0.61104,0.486,0.94098,0.82538,0.76145,0.79742,0.58918,1.34168,1.25116,1.45149,0.00043325,0.00043325,0.00043325
68,7671.75,0.61348,0.48479,0.93715,0.89215,0.6751,0.78018,0.57244,1.33963,1.25665,1.44571,0.000420875,0.000420875,0.000420875
69,7758.87,0.6182,0.49494,0.95055,0.87962,0.73781,0.80676,0.58478,1.40788,1.34036,1.48616,0.0004085,0.0004085,0.0004085
70,7839.69,0.61546,0.49615,0.94559,0.85702,0.66595,0.77014,0.57078,1.40152,1.34175,1.47282,0.000396125,0.000396125,0.000396125
71,7923.11,0.61472,0.49223,0.94481,0.86946,0.72298,0.79565,0.58751,1.40462,1.27147,1.47016,0.00038375,0.00038375,0.00038375
72,8007.34,0.59496,0.47887,0.93361,0.91117,0.72372,0.78699,0.59275,1.38856,1.32597,1.46636,0.000371375,0.000371375,0.000371375
73,8093.6,0.5902,0.46605,0.92787,0.88296,0.7476,0.80771,0.59143,1.36307,1.31152,1.45828,0.000359,0.000359,0.000359
74,8179.26,0.58483,0.45646,0.93132,0.85531,0.75577,0.81575,0.62394,1.32206,1.26116,1.42871,0.000346625,0.000346625,0.000346625
75,8264.97,0.58191,0.46835,0.93001,0.91756,0.75526,0.80642,0.61356,1.3763,1.24411,1.47159,0.00033425,0.00033425,0.00033425
76,8350.73,0.58892,0.45859,0.93871,0.90544,0.74517,0.82444,0.61907,1.36706,1.2379,1.47301,0.000321875,0.000321875,0.000321875
77,8437.53,0.57609,0.46405,0.93106,0.91188,0.72277,0.80673,0.60323,1.3788,1.17503,1.49059,0.0003095,0.0003095,0.0003095
78,8523.14,0.56048,0.45017,0.92402,0.88049,0.72731,0.82461,0.62123,1.36509,1.19209,1.48481,0.000297125,0.000297125,0.000297125
79,8606.54,0.55351,0.44692,0.92098,0.89699,0.72079,0.8044,0.60833,1.3479,1.25076,1.46156,0.00028475,0.00028475,0.00028475
80,8691.21,0.57904,0.45883,0.92758,0.86981,0.74735,0.8072,0.59913,1.39045,1.28387,1.50553,0.000272375,0.000272375,0.000272375
81,8777.53,0.56484,0.45728,0.93223,0.86172,0.74796,0.8045,0.59404,1.37195,1.36118,1.48388,0.00026,0.00026,0.00026
82,8863.72,0.5614,0.45411,0.92848,0.88455,0.74573,0.81069,0.62694,1.2997,1.198,1.40457,0.000247625,0.000247625,0.000247625
83,8950.04,0.55413,0.44159,0.91945,0.91163,0.75056,0.80944,0.61572,1.3812,1.22245,1.45211,0.00023525,0.00023525,0.00023525
84,9033.7,0.54442,0.42997,0.9151,0.89548,0.73588,0.80919,0.60215,1.37071,1.22989,1.47901,0.000222875,0.000222875,0.000222875
85,9117.87,0.54449,0.43843,0.91626,0.8741,0.7347,0.80302,0.61878,1.34951,1.27427,1.45495,0.0002105,0.0002105,0.0002105
86,9215.85,0.53357,0.42836,0.91534,0.87287,0.73242,0.8094,0.61518,1.3631,1.24887,1.46559,0.000198125,0.000198125,0.000198125
87,9301.49,0.53232,0.42668,0.9181,0.8636,0.73702,0.80778,0.61658,1.35446,1.27824,1.46472,0.00018575,0.00018575,0.00018575
88,9397.48,0.51812,0.4237,0.91122,0.90839,0.72715,0.81072,0.62246,1.35395,1.26558,1.46612,0.000173375,0.000173375,0.000173375
89,9492.51,0.51971,0.41315,0.91196,0.89368,0.72343,0.80113,0.60513,1.36451,1.28479,1.45858,0.000161,0.000161,0.000161
90,9593.31,0.52383,0.41228,0.91157,0.90679,0.73218,0.80591,0.62051,1.35355,1.25146,1.45046,0.000148625,0.000148625,0.000148625
91,9685.45,0.41912,0.31305,0.85362,0.90541,0.71743,0.80841,0.61455,1.36695,1.238,1.47509,0.00013625,0.00013625,0.00013625
92,9778.25,0.41532,0.31027,0.85312,0.88318,0.75142,0.80784,0.62091,1.36357,1.21868,1.48753,0.000123875,0.000123875,0.000123875
93,9866.67,0.41913,0.30875,0.85108,0.91395,0.73365,0.80573,0.61238,1.34743,1.20518,1.46531,0.0001115,0.0001115,0.0001115
94,9955.8,0.41074,0.30472,0.85299,0.92126,0.72231,0.80514,0.61621,1.36325,1.25069,1.47529,9.9125e-05,9.9125e-05,9.9125e-05
95,10073.8,0.39721,0.30048,0.84894,0.92932,0.7289,0.80932,0.6209,1.34427,1.2114,1.45831,8.675e-05,8.675e-05,8.675e-05
96,10185.2,0.40146,0.2994,0.84417,0.92477,0.72715,0.8048,0.623,1.33465,1.20237,1.45291,7.4375e-05,7.4375e-05,7.4375e-05
97,10282.8,0.39362,0.29703,0.85132,0.92554,0.71641,0.80589,0.61959,1.34856,1.21212,1.46391,6.2e-05,6.2e-05,6.2e-05
98,10372.7,0.38458,0.29372,0.8447,0.92013,0.72503,0.80639,0.62382,1.35955,1.22565,1.46935,4.9625e-05,4.9625e-05,4.9625e-05
99,10459.0,0.38854,0.29484,0.84625,0.9143,0.72534,0.80675,0.62687,1.34072,1.19942,1.4625,3.725e-05,3.725e-05,3.725e-05
100,10546.1,0.38603,0.29341,0.84486,0.87277,0.75129,0.81118,0.62485,1.33478,1.20287,1.45267,2.4875e-05,2.4875e-05,2.4875e-05
